company_name,category,description,class_types,minimum_age,maximum_age,age_range_display,parental_requirement,address,eircode,latitude,longitude,days_of_week,start_time,end_time,term_structure,price_amount,price_currency,pricing_basis,pricing_details,website_url,booking_url,email_address,phone_number,facilities,source_urls,date_verified,verification_status,image_url
Bloom Baby Classes North East Ireland,"Baby & Early Learning, Sensory Classes, Tummy Time Classes","We have two classes on offer. Caterpillar Club for babies aged 0-6 months and Busy Bees for babies aged 6-15 months. 🐛 Caterpillar Club (Birth - 6 Months) 🐛 A gentle and calming introduction to our musical sensory classes. These sessions are designed to support all areas of baby development, with a strong focus on parent and baby bonding. Our Caterpillar Club classes awaken baby’s early senses and provide stimulation in a fun yet soothing environment using music, sensory props, lights, and movement. We finish each class with our magical chill parachute and a short guided baby massage to encourage relaxation and hopefully a lovely long nap afterwards! 🐝 Busy Bees (6-15 Months) 🐝 A fun, lively musical development class designed to help babies grow in confidence as they explore the world around them. Activities encourage fine and gross motor skills, body awareness, early language development, rhythm, and social interaction. Building on the gentle foundations of Caterpillar Club, Busy Bees introduces instruments, movement, and our amazing branded props to support development in all areas through play and music. ✨ Different Theme Every Week! ✨ Our classes feature a brand new theme every week for a whole year! During theme time, babies can enjoy themed music, dress-up, sensory lights, fun props, and heuristic treasure baskets. Busy Bees love interacting with each other while exploring the themed activities, while our Caterpillar babies can enjoy tummy time alongside sensory lights and themed props. Theme time is also a lovely opportunity for parents to relax, chat, and build friendships within our Bloom community.",[],,,,,Pollamore Near,H12 P6E5,53.9829581,-7.341142199999999,[],,,,,EUR,,,https://www.bloombabyclasses.com/northeast-ireland,,carol@bloombabyclasses.com,0857527315,[],"['https://www.bloombabyclasses.com/northeast-ireland', 'https://dostuff.ie/providerpages/bloom-baby-classes-north-east-ireland/']",2026-05-18T18:17:56,,https://dostuff.ie/wp-content/uploads/2026/05/1000063621.png
Bloom Baby Classes Wicklow and South Dublin,"Baby & Early Learning, Sensory Classes","South Dublin locations: Sandyford & Dun Laoghaire. Wicklow locations: Bray, Greystones, Wicklow Town & Arklow. Classes suitable from 6 weeks up until when your little one begins to confidently walk! 🐛 Caterpillar Club . (6 weeks - 6 months) 🐛 A gentle and calm introduction to our musical sensory classes. Activities designed to aid all areas of baby development, with a strong focus on parent and baby bonding. Our Caterpillar club class awakens baby's first senses and stimulates in a fun, yet soothing way, using music, sensory props and lights. We end the class with our amazing chill parachute and a short guided baby massage to encourage a lovely long nap! 🐝 Busy Bees (6 months to 15 months/or when baby is confidently walking) A fun, lively musical baby development class that focuses on growing baby's confidence for the big world around them. Encouraging fine and gross motor skills, body awareness, early language skills & rhythm. Building on the gentle activities of Caterpillar Club, this session uses instruments and our amazing branded props to bring on their development in all areas. We have a new theme to explore each week with super cute dress up, props and themed music. During our theme time our caterpillar club babies can work on their tummy time & Busy Bees will get busy practicing social skills with their new Bloom pals, whilst exploring a variety of exploratory play and sensory heuristic treasure baskets. This is the perfect time for Mummies or Daddies to catch up and get to know one another.",[],,,,,,,52.97959590500769,-6.0451106036986335,[],,,,,EUR,,,https://www.bloombabyclasses.com/wicklow-and-south-dublin/,,clare@bloombabyclasses.com,089 201 6519,[],"['https://www.bloombabyclasses.com/wicklow-and-south-dublin/', 'https://dostuff.ie/providerpages/bloom-baby-classes-wicklow-and-south-dublin/']",2026-04-08T10:45:34,,https://dostuff.ie/wp-content/uploads/2026/04/FB-Banner_WicklowSouthDublin.png
Boyne Babies Sensory Classes,"Baby & Early Learning, Sensory Classes","Welcome to Boyne Babies — sensory-rich baby and toddler classes designed to support early development, exploration, and parent–child bonding in a fun and nurturing environment. Our weekly themed sessions include music, movement, lights, textures, messy play, soft play, and interactive sensory activities tailored to different stages, from non-walkers to toddlers aged 2 years. Boyne Babies is also a welcoming space for parents to connect, meet other local families, and enjoy quality time with their little ones in a relaxed and supportive setting. Classes take place weekly at Julianstown Community Centre, offering a calm, engaging, and development-focused experience for both children and parents.",[],,,,,"Julianstown Community Centre, Dimanistown West",A92 D250,53.6697087,-6.2914502,[],,,,,EUR,,,https://www.boynebabies.ie,,boynebabies@gmail.com,,[],"['https://www.boynebabies.ie', 'https://dostuff.ie/providerpages/boyne-babies-sensory-classes/']",2026-05-14T12:32:19,,https://dostuff.ie/wp-content/uploads/2026/05/IMG_3390.jpg
CHILDRENS ART CLASS SATURDAY,"Art History & Culture, Art, Craft & Making, Kids Art Club","CHILDRENS ART CLASSES IN MY STUDIO TALLAGHT, DUBLIN 24 4 WEEKS ART CLASSES FOR CHILDREN AGED 5-11 12PM -1.30PM €60, ALL MATERIALS PROVIDED. A FUN, FREE FLOW ART AND CRAFT ENVIRONMENT",[],,,,,"Partas, Brookfield Enterprise Centre, Rossfield Ave",D24DK8W,53.28770290000001,-6.4040523,[],,,,,EUR,,,https://dostuff.ie/providerpages/childrens-art-class-saturday/,,dpouch@gmail.com,0870004398,[],['https://dostuff.ie/providerpages/childrens-art-class-saturday/'],2026-03-24T15:31:31,,https://dostuff.ie/wp-content/uploads/2026/03/KIDS-SATURDAY.png
Clontarf Children’s Choir / Pre Instrumental Music,"Choirs & Ensembles, Music Lessons (Online), Music School, Music, Drama & Performance, Singing & Vocal Coaching","McDermott Music is a vibrant music education programme based in Clontarf, Dublin, offering engaging, high-quality classes for children of all ages. Founded by qualified primary teacher and music educator Lauraine McDermott , McDermott Music provides Kodály-inspired early years music classes, the Clontarf Children’s Choir (ages 7–12) and the Clontarf Youth Choir (ages 12–18). At the heart of McDermott Music is the belief that every child deserves the opportunity to experience the joy of music in a welcoming, supportive environment. There are no auditions- just a focus on building confidence, developing musicianship, creating lasting friendships and fostering a lifelong love of music. Through inspiring performances, exciting collaborations and a strong sense of community, children grow not only as musicians but as confident, creative young people. Sing. Learn. Belong.",[],,,,,Clontarf,D03 Y6V3,53.36689459999999,-6.204143999999999,[],,,,,EUR,,,https://mcdermottmusic.ie/,,mcdermottmusic22@gmail.com,0862654928,[],"['https://mcdermottmusic.ie/', 'https://dostuff.ie/providerpages/clontarf-childrens-choir-pre-instrumental-music/']",2026-07-22T22:25:51,,https://dostuff.ie/wp-content/uploads/2026/07/IMG_8251.png
"Coaching, Reiki, Seichem, Sound Healing & Wellness Workshops",Wellbeing,"I empower people to gain clarity and create lasting change through coaching and calming energy healing therapies. Dealing with stress, major life changes, uncertainty, or disconnection My passion is guiding people back to the clarity and power within so that they can live a more content and connected life. The right approach looks different for everyone. I use a range of healing modalities and techniques to meet people where they are, choosing what best supports their individual needs. All sessions are personalised and offered both online and in my peaceful home studio in Dublin 18, just minutes from Luas. Whether you’re seeking Coaching, Reiki healing, or Sound Healing therapy, I’m here to support you on your journey towards clarity, calm and growth. I also host regular wellness workshops and sound baths. When you're ready to take the next step, I’m here to empower you.",[],,,,,5 The Leys,D18HEN3,53.2482871,-6.1829809,[],,,,,EUR,,,https://www.empowerwellnesscoaching.ie/,,aoife@empowerwellnesscoaching.ie,0876554832,[],"['https://www.empowerwellnesscoaching.ie/', 'https://dostuff.ie/providerpages/coaching-reiki-seichem-sound-healing-wellness-workshops/']",2026-02-25T19:55:21,,https://dostuff.ie/wp-content/uploads/2026/02/WhatsApp-Image-2025-11-19-at-11.06.14.jpeg
Conscious Crafting,"Art, Craft & Making, Mindfulness","Conscious Crafting provides innovative and inclusive crafting & visual arts workshops that promote mindfulness and creativity for people of age 9 & up and all backgrounds. We strive to create a supportive and collaborative environment inspired principles of art therapy that fosters self-reflection, emotional expression and connections. We believe that by introducing simple art and craft techniques around conscious themes, we can inspire positive change and contribute to happier, more aware and connected communities.",[],,,,,"Blue door, River Cottage, Wells lane, Gyles Quay, Ferrybank",X91H6D9,52.25870042831602,-7.07063109215333,[],,,,,EUR,,,https://conscious-crafting.com,,info@conscious-crafting.com,0833260767,[],"['https://conscious-crafting.com', 'https://dostuff.ie/providerpages/conscious-crafting/']",2025-09-12T08:59:46,,https://dostuff.ie/wp-content/uploads/2026/07/DB69C8BA-5717-46DE-8125-39F0D9C60C65.png
Couples Build Evening,"Clubs, Hobbies & Food, Science & STEM Camps, Social & Meetup Groups","❤️ Date Night with a Twist! 🧱 Looking for something different to do together? Join our Couples Build Evening and enjoy 90 minutes of creativity, teamwork, laughter, and hands-on building challenges. 📅 Every Thursday (starting 23rd July) 🕔 5:00 PM – 6:30 PM 💶 €30 per couple Disconnect from your phones, reconnect with each other, and build something amazing together. 💌 Message us to reserve your spot – spaces are limited!",[],,,,,Creowen,A63 D276,53.0995278,-6.069963700000001,[],,,,,EUR,,,https://wicklowcounty.youngengineers.ie/ye_product/thursday-parent-and-child-build-5pm-to-7pm-9th-july-2026/,,info.wicklow@youngengineers.ie,0870512626,[],"['https://wicklowcounty.youngengineers.ie/ye_product/thursday-parent-and-child-build-5pm-to-7pm-9th-july-2026/', 'https://dostuff.ie/providerpages/couples-build-evining/']",2026-07-13T17:34:15,,https://dostuff.ie/wp-content/uploads/2026/07/ChatGPT-Image-Jul-13-2026-at-05_26_24-PM.png
Creart Art sessions for children and adults,"Adult Art, Craft and Making, Art, Craft & Making, Arts & Crafts Camps, Easter Camps, Kids Art Club, Mindfulness, Summer Camps, Teen Camps","Art for all ages - Afterschool art and camps, parent and child sessions, arty birthday parties, Sip and paint, Team building, sister sheds, Abstract art, paint pour and mixed media sessions. Additional learning needs can be organised.",[],,,,,Private Address,Private Address,,,[],,,,,EUR,,,https://www.creart.ie/,,Info@creart.ie,,[],"['https://www.creart.ie/', 'https://dostuff.ie/providerpages/creart-art-sessions-for-children-and-adults/']",2026-05-20T07:21:18,,https://dostuff.ie/wp-content/uploads/2026/05/46645FCF-D7F1-43C2-AE47-7A3FAEC77AF7.png
Crestfield Driving School,"Adult Learning, DIY, Life Skills, Driving Lessons","-Automatic Driving Lessons. - Crestfield Driving School. Become a Safe, Confident driver and pass your driving test. John Kelleher is a Road Safety Authority (RSA) approved Driving Instructor operating in Cork City and Suburbs. - EDT , Essential Driver Training. - Pretest Lessons. - Refresher Lessons. - I can meet you anywhere around Cork City or Suburbs. We can meet at your School/Place of work and finish the lesson at your house if that's convenient. - Tailored Instruction, each lesson is planned to meet the students needs.",[],,,,,Cork,T45FE80,51.9352609,-8.3944536,[],,,,,EUR,,,https://dostuff.ie/providerpages/crestfield-driving-school/,,Crestfielddrivingschool@gmail.com,0830873063,[],['https://dostuff.ie/providerpages/crestfield-driving-school/'],2025-09-16T10:26:01,,https://dostuff.ie/wp-content/uploads/2025/09/IMG_1595.jpeg
Crochet Club 9-13 year olds,"Art, Craft & Making, Kids Craft Workshops, Knitting & Crochet","Relax, Create, Connect Learn crochet with like minded creatives in a supportive and encouraging environment in the heart of Douglas.",[],,,,,Douglas,,51.8711662,-8.4242008,[],,,,,EUR,,,https://rubyandriver.sumupstore.com/,,rubyandriver123@gmail.com,,[],"['https://rubyandriver.sumupstore.com/', 'https://dostuff.ie/providerpages/crochet-club-9-13-year-olds/']",2026-01-25T21:56:38,,https://dostuff.ie/wp-content/uploads/2026/02/IMG_3442.jpeg
