Title,URL,Tagline,Description,Categories,Ages Detail,Region,Address,Latitude,Longitude,Phone,Email,Website,Facebook,Instagram,Other Links,Pricing,Verified,Promoted,Listing Type,Thumbnail
"Killeshandra Parent, Toddler & Baby Group",https://totsspots.com/listing/killeshandra-parent-toddler-baby-group/,"Killeshandra Parent, Baby & Toddler Group","Killeshandra Parent, Toddler and Baby Group in Cavan is hosted by FOCUS Family Resource Centre. Families from Killeshandra, Carrigallen, Ballyconnell, Miltown and surrounding areas are all welcome. This group gives both parent and toddler the opportunity to interact with others, make new friends, have a chat, laugh and fun in a friendly and warm environment. The group offers fun activities for the kids with lots of messy play and crafts. Refreshments are also provided. Pop down as new members are always welcomed.
📍 Location: FOCUS Family Resource Centre, Main street, Killeshandra, Cavan, Ireland H12K6D3
⏰Time: Every Wednesday 9.30 -12.00 (during term time)
💶 Cost: €2 per Family
🧸Contact Details: you can contact 049 436 4065 for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Portaliff Or Townparks, County Cavan, H12 K6D3, Ireland",54.01291,-7.52667,0494364065,,,https://www.facebook.com/profile/100064481388712/search?q=toddler&filters=eyJycF9jaHJvbm9fc29ydDowIjoie1wibmFtZVwiOlwiY2hyb25vc29ydFwiLFwiYXJnc1wiOlwiXCJ9In0%3D,,,Per Family: 2€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-1-150x150.webp?crop=1
"Killinkere Parent, Toddler & Baby Group",https://totsspots.com/listing/killinkere-parent-toddler-baby-group/,"Killinkere Parent, Baby & Toddler Group","Killinkere Parent, Toddler and Baby Group in Cavan welcomes new parents to join the fun. A great place for for the kiddies to play and a cuppa for the parents. The group hosts special classes at times such as Moo Music and has special themed days for special holidays like Christmas or Valentines Day. Classes are drop in so pop in and see what it is all about.
The group has an active facebook page and watsapp group to stay up to date with the group.
📍 Location: Killinkere Leisure Centre, Killinkere Leisure Centre, Beagh, Virginia, Co. Cavan, A82 H9F6
⏰Time: Every second Friday 10.00 - 11.00 (during term time) - upcoming dates are listed on their facebook page
💶 Cost: €2 per Family (voluntary donation)
🧸Contact Details: you can contact killinkerebtgroup@gmail.com for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Beagh Glebe, County Cavan, A82 H9F6, Ireland",53.8859,-7.04961,,killinkerebtgroup@gmail.com,,https://www.facebook.com/people/Killinkere-Parent-Baby-Toddler-Group,,,Per Family: 2€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-150x150.webp?crop=1
Kilmore African Caribbean Toddler & Baby Group,https://totsspots.com/listing/kilmore-cavan-parent-toddler-baby-group/,"African Caribbean Parent, Baby & Toddler Group","Adcentre Kilmore Parent, Toddler and Baby Group in Cavan is moderated by Susuana with the support of the Local African Caribbean Migrant communities living in the town. The forum provide a platform to support the ethnic minority of African Caribbean communities in parenting with much respect and regards for our own cultural believe. This is the very first of is kind here in Ireland initiated by Susuana that focus on the African Caribbean cultural background of parenting and support for the community. They welcome, mothers, fathers and of course grandparents to attend with their kids.
📍 Location: The Conalty Center, Kilmore Diocese Pastoral Center, Cavan
⏰Time: Every second Friday of the month 10.00 - 12.00
💶 Cost: €3 per Family
🧸Contact Details: you can contact adcenter25@yahoo.ie for any queries","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Kilmore, Cavan, Ireland",53.87349,-7.07964,,adcenter25@yahoo.ie,https://www.adcenter-ireland.com/our-projects,,,,Per Family: 3€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2024/05/mother-and-baby-reading-book-150x150.webp?crop=1
"Kilnaleck Parent, Toddler & Baby Group",https://totsspots.com/listing/kilnaleck-parent-toddler-baby-group/,"Kilnaleck Parent, Baby & Toddler Group","Kilnaleck Parent, Toddler and Baby Group in Cavan welcomes mums, dads, carers and guardians to join them for a fun filled morning with the kids. Lots of toys for the kids to play with while the adults have a chance for a mingle and chat.
📍 Location: Realtog Centre, Kilnaleck, County Cavan, A82 V9W7, Ireland
⏰Time: Every Tuesday 10.00 -12.000 (during term time)
💶 Cost: No Fee Listed
🧸Contact Details: you can contact 0872071745 for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Kilnaleck, County Cavan, A82 V9W7, Ireland",53.8602,-7.32055,0872071745,,,https://www.facebook.com/photo?fbid=122190697910046360&set=a.122102191094046360,,,Per Family: Not Listed€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-1-1-1-1-150x150.webp?crop=1
Kingscourt Mum and Baby Group,https://totsspots.com/listing/kingscourt-mum-baby-group/,Kingscourt New and Expecting Mum & Baby Group,"Kingscourt New Mum and Baby Support Group in Cavan welcomes new and expecting mothers to meet up to share experiences and create new friendships. We have all heard it takes a village to raise a child so why not join this group and meet some new friends while having a cup of tea. The group at times runs baby massage/reflexology classes too.
📍 Location: Kingscourt Community Centre, Dunaree, Kingscourt, Co. Cavan
⏰Time: Every 2nd and 4th Tuesday of every month 10.00 -11.30
💶 Cost: €3 per Family
🧸Contact Details: you can contact Berniece on whatsapp 0871860352 for any queries","Baby Massage, For Parents, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old",Cavan,"Dunaree Lane, Dunaree, Kingscourt, Co. Cavan, Ireland",53.90818,-6.81567,,,,https://www.facebook.com/photo/?fbid=570146495624762&set=pb.100078882490027.-2207520000,,,Per Family: 3€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-1-1-1-150x150.webp?crop=1
"Kingscourt Parent, Toddler & Baby Group",https://totsspots.com/listing/kingscourt-parent-toddler-baby-group/,"Kingscourt Parent, Baby & Toddler Group","Kingscourt Parent, Toddler and Baby Group in Cavan is also known as Kidz at Play. This group is always open to new faces. Come along and meet other local adults, toddlers and babies and have a fun morning playing and chatting to new friends. The have lots of toys for the kids to play with and on occasion have special guest such as Moo Music.
📍 Location: Kingscourt Community Centre, Dunaree, Kingscourt, Co. Cavan
⏰Time: Every Wednesday 9.30 -11.30 (during term time)
💶 Cost: €3 per Family
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Dunaree Lane, Dunaree, Kingscourt, Co. Cavan, Ireland",53.90818,-6.81567,,,,https://www.facebook.com/kidzatplay2015,,,Per Family: 3€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-1-1-150x150.webp?crop=1
Kinnypottle Cavan Toddler Group - Teach Oscail,https://totsspots.com/listing/teach-oscail-parent-toddler-baby-group/,"Teach Oscail Parent, Baby & Toddler Group","Kinnypottle Parent, Toddler and Baby Group in Cavan is hosted by Teach Oscail Family Resource Centre.  The group is here to help support you through this new chapter of your life in a fun and social environment. Have a cuppa and a chat about all the up's and down's of being a parent, have some activities for the kids and generally support each other.
📍 Location: Teach Oscail Family Resource Centre, 31 Church Street, Cavan, Ireland H12H049
⏰Time: Every Tuesday 11.00 - 12.30 (during term time)
💶 Cost: FREE
🧸Contact Details: you can contact 049 43 72 730 for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Kinnypottle, Cavan, H12 H049, Ireland",53.99307,-7.35934,0494372730,,https://www.teachoscailfrc.ie/my-pathways,https://www.facebook.com/profile/100064675390221/search?q=toddler&filters=eyJycF9jaHJvbm9fc29ydDowIjoie1wibmFtZVwiOlwiY2hyb25vc29ydFwiLFwiYXJnc1wiOlwiXCJ9In0%3D,,,Per Family: Not Listed€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-150x150.webp?crop=1
"Le Chéile Cootehill Parent, Toddler & Baby Group",https://totsspots.com/listing/le-cheile-cootehill-parent-toddler-baby-group/,"Killinkere Parent, Baby & Toddler Group","Le Chéile Cootehill Parent, Toddler and Baby Group in Cavan is also known as Parents and Tots playgroup. Come meet new faces have great fun, great  great support, chats and a cuppa while the kids play.
📍 Location: Le Cheile Hub, Hub Muinchille, Magheranure, County Cavan, H16 HY50, Ireland
⏰Time: Every Thursday 10.00 - 12.00 (during term time)
💶 Cost: Price not Listed
🧸Contact Details: you can contact 083 059 7481 for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Magheranure, County Cavan, H16 HY50, Ireland",54.07324,-7.08125,083 059 7481,,,https://www.facebook.com/photo.php?fbid=122151710324278054&set=pb.61558341630369.-2207520000&type=3,,,Per Family: Not Listed€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-150x150.webp?crop=1
"Mullagh Parent, Baby and Toddler Group",https://totsspots.com/listing/mullagh-cavan-parent-baby-and-toddler-group/,"Mullagh Parent, Baby & Toddler Group","Mullagh Parent, Toddler and Baby Group in Cavan is also open to new faces joining the group. They have an active facebook page to keep up to date with when the group is on. A great place to meet new people and let the little ones make new friends. Snacks for all the small people and tea / coffee treats for the big people
📍 Location: Mullagh Hall. Mullagh Main Street , Mullagh, Ireland A82 X738
⏰Time: Every Friday 9.30 - 11.30 (during term time)
💶 Cost: €4 per family
🧸Contact Details: you can contact pandtgroup2021@gmail.com for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Main Street, Mullagh, Mullagh, County Cavan, Ireland",53.81152,-6.9464,,pandtgroup2021@gmail.com,,https://www.facebook.com/mullaghtoddlergroup/,,,Per Family: 4€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-150x150.webp?crop=1
"Shercock Parent, Baby and Toddler Group",https://totsspots.com/listing/shercock-parent-baby-and-toddler-group/,"Shercock Parent, Baby & Toddler Group","Shercock Parent, Toddler and Baby Group in Cavan is always welcoming new families to join their group. Come on down for a cup of tea and meet new people who have kids the same age as your little one. Plenty of fun for the kiddies too. The group at times has special guests like Moo Music and visits from Santa.
📍 Location: St. Patrick's Hall, Kingscourt Rd, Shercock, Cavan
⏰Time: Every Tuesday 9.15 - 10.45 (during term time)
💶 Cost: €FREE per family
🧸Contact Details: you can contact shercockchildresource@eircom.net for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Shercock, County Cavan, Ireland",53.99501,-6.89799,,shercockchildresource@eircom.net,,https://www.facebook.com/profile.php?id=100076433378828,,,Per Family: FREE€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-150x150.webp?crop=1
"Swanlinbar Parent, Baby and Toddler Group",https://totsspots.com/listing/swanlinbar-parent-baby-and-toddler-group/,"Swanlinbar Parent, Baby & Toddler Group","Swanlinbar Parent, Toddler and Baby Group in Cavan is a volunteer led group. The group runs afternoon and weekend groups which is amazing as there are so few across the country. The group is open to baby and toddlers but open to older siblings to tag along. Plenty of activities, free play time, snacks, stories and songs. They even have special events so stay tuned to the facebook group. You got to check out this group!
📍 Location: Church St Hall, Swanlinbar, Cavan
⏰Time: Every Second Wednesday 3.00-4.30 (during term time) AND
⏰Time: Every Second Saturday 10.00 - 11.30 (during term time)
💶 Cost: €3 per family
🧸Contact Details: you can contact samymac1@live.ie for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it does not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Cavan,"Swanlinbar, County Cavan, Ireland",54.19376,-7.70471,,samymac1@live.ie,,https://www.facebook.com/people/Swanlinbar-Toddlers-group/100078983503901/,,,Per Family: 3€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-150x150.webp?crop=1
