Title,URL,Website,Phone,Description,Address,Latitude,Longitude,Categories,Dublin Zone,Book Now URL,Added Date,Image URL
Autograph Events,https://dublincitymum.ie/listing/autograph-events/,https://autographevents.ie/,,"Autograph Events believe that the key component to any party, for any age is the entertainment. Entertaining your little guests will leave a lasting impact, and they want to help you get it right. | With 10 years of experience in the music industry, CEO Suzy Cousins knows exactly who will bring the party. She takes a very personal approach to entertainment chosen through Autograph Events, ensuring that every DJ, musician, band, and magician on the books is experienced, passionate, exceptionally reliable and above all else, entertaining.","Autograph Events 33 Oakley Park, Clontarf, Dublin D03 KC95.",,,Party Entertainers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/autograph-768x600.jpeg
Avoca,https://dublincitymum.ie/listing/avoca-2/,https://www.avoca.com/en/homeware,,"Avoca | is a perfect pick if you’re looking to bring a true slice of Irish style into your space. Rooted in heritage (they’ve been weaving in County Wicklow since 1723) their homeware collection spans beautifully made throws, tableware, scented candles and decorative pieces. What makes it extra special? Each item carries craftsmanship, practicality and style, so you don’t just get a pretty accessory, you get something built to last. Whether you’re cosying up the living room or adding a thoughtful gift into the mix, Avoca makes it easy to choose Irish design with heart.",,,,Brands We Love; Gifts; Homeware,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_26-10-2025_10440_www.avoca_.com_-771x600.jpeg
Avoca Hockey Club,https://dublincitymum.ie/listing/avoca-hockey-club/,https://avocahockeyclub.ie/,,"Avoca Hockey Club, based in South Dublin, is one of Ireland’s oldest and largest hockey clubs, with a vibrant junior section of around 800 boys and girls training each week. | ​ | The club offers a fun, inclusive, and safe environment where children of all levels can develop their skills, make friends, and enjoy the sport – whether they’re playing for fun or aspiring to compete. | ​ | Junior training takes place across several South Dublin locations, including Newpark Comprehensive School, Sion Hill, Loreto Foxrock, and St. Andrew’s College, ensuring access for families throughout the area. | ​ | Affiliated with Hockey Ireland and the Leinster Hockey Association, Avoca’s junior section is a great entry point into the sport, supported by experienced coaches and a strong community spirit.","Newtownpark Ave, Newtown Castlebyrn, Blackrock, Co. Dublin",,,Hockey,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-247.png
Avoca Malahide,https://dublincitymum.ie/listing/avoca-malahide/,https://www.avoca.com/en/stores-and-cafes/malahide,+35318931900,"Avoca Malahide | (Malahide Castle) | A beloved Malahide treasure, this café inside the castle grounds blends heritage and family friendliness with ease. Expect homey, wholesome brunch fare, a kids’ menu, high chairs, and a serene castle backdrop. A relaxing, cozy mid-range spot. | Kids Menu: | Yes | High Chairs: | Yes | Baby Changing: | Yes | Why It’s Great: | Meals with a view—and a menu that makes families feel at home. | Nearby Family Activity: | Roam the magical gardens and playgrounds of | Malahide Castle | , | perfect for little explorers","Castle Lawns, Yellow Walls, Malahide, Co. Dublin, Ireland",53.453692,-6.184555,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-100.png
Avoca Monkstown,https://dublincitymum.ie/listing/avoca/,https://www.avoca.com/en/stores-and-cafes/monkstown,+35312020230,"Avoca Monkstown | (Monkstown) | Homey meets stylish at this charming café-restaurant. With a kids’ menu, high chairs, and a lovely setting, it’s a family-favourite for leisurely brunches or casual dinners—at a comfortable mid-range price. | Kids Menu: | Yes | High Chairs: | Yes | Baby Changing: | Not listed | Why It’s Great: | Beautiful interiors, thoughtful menus, and a sense of occasion with kids in tow. | Nearby Family Activity: | A short walk to | Monkstown Harbour and Harbour Playground | makes a lovely combo of food and play.","11A Monkstown Crescent, Dún Laoghaire, Monkstown, Co. Dublin, Ireland",53.294026,-6.152224,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-98.png
Awesome Walls,https://dublincitymum.ie/listing/awesome-walls/,https://awesomewalls.ie/dublin/,,"Adventure lovers, this one’s for you—and your energetic little climbers too. Awesome Walls is one of Europe’s largest and most modern indoor climbing centres, with over 2,000 m² of climbing space featuring both bouldering and roped walls for every level of explorer. Whether your crew is trying their hands for the first time or already scaling like mini Spidermans, the friendly instructors are there to guide you every grip of the way. It’s the perfect spot to swap rainy-day cabin fever for a high-energy adventure the whole family will love. | From one-hour | Taster Sessions | to the | Kids Climb | programme for ages 4 and up, there’s something for everyone, and with routes refreshed weekly, every visit feels like a new challenge. Planning a birthday or special outing? They’ve got you covered with party packages and private rooms, making celebrations stress-free and full of fun. Active, confidence-boosting, and endlessly exciting, Awesome Walls is the kind of place that keeps kids engaged and grown-ups grinning.","Unit 6 North City Business Park, North Rd, Finglas, Dublin 11, Ireland",53.397237,-6.320042,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/awesome.png
B.A.N.T.S,https://dublincitymum.ie/listing/b-a-n-t-s/,https://bants.ie/,+353876810132,"With over 65 years of experience, B.A.N.T.S is Ireland’s oldest theatre school, offering Speech and Drama classes for children and teenagers aged 4 to 18 in Dublin. Founded in 1951, the school has a rich legacy of excellence and a reputation for fostering a lifelong love of drama. | ​ | Classes focus on building confidence, clear speech, and creativity, whether students are beginners or more advanced. Small class sizes ensure individual attention, and students have the opportunity to take Grade Examinations with Trinity College London and participate in solo and group competitions throughout the year. | ​","Rathmines, Dún Laoghaire, Castleknock and Dundrum.",,,Drama,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-198.png
Ba-Goose Clothing,https://dublincitymum.ie/listing/ba-goose-clothing/,https://bagoose.com/,,"Ba-Goose Clothing | has been keeping Irish kids cosy for decades with its handmade fleeces and outerwear, all crafted in Cork. Known for its bright colours, durable fabrics and clever, child-friendly design, Ba-Goose is a beloved staple for Irish families who value warmth and wearability. Proudly Irish, proudly practical.",,,,kids Apparel,,,,https://dublincitymum.ie/wp-content/uploads/2025/11/Screenshot_1-11-2025_11138_bagoose.com_.jpeg
BaaBaa BlackSheep,https://dublincitymum.ie/listing/baabaa-by-blacksheep-cafe/,https://www.blacksheepfoods.ie/baabaa,,"BaaBaa by BlackSheep (Chapelizod) | A warm and welcoming café run by the BlackSheep Foods catering crew, this spot is perfect for families looking for delicious, seasonal food in a relaxed setting. Think fresh breakfast & lunch, homemade sausage rolls, breakfast pots, treats, and wholesome salads—all made from quality Irish produce. Whether it’s a weekend pancake run or a quieter lunch with friends and toddlers, the menu has something for everyone. | Kids Menu: | Not formal, but plenty of taste-friendly options to share. | High Chairs: | Yes (typical café setting). | Baby Changing: | No. | Why It’s Great: | Good food, locally sourced, comfortable café vibe—perfect for mums, dads, babies, toddlers & grandparents alike. | Nearby Family Activity: | A wander through | Phoenix Park | is just around the corner—and with its playgrounds, wide open spaces, and even a zoo, it pairs beautifully with brunch or lunch at BaaBaa.","30 Main St, Chapelizod, Dublin 20, D20 W084, Ireland",53.349649,-6.344271,Eat,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-2025-09-22-at-09.25.18-800x600.png
Babateen,https://dublincitymum.ie/listing/babateen/,https://www.babateen.com/,,"Babateen | specialises in smart, space-saving furniture designed for growing families. From wall beds and nursery cots that adapt over time, to custom wardrobes and clever bedroom treats, they make the most of every corner. Stylish, high-quality & practical — perfect if you want nursery & kids’ furniture that works hard without crowding the room.",Online,,,Nursey Interiors + Baby Essentials,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/babateen-800x547.png
Babogue,https://dublincitymum.ie/listing/babogue/,https://www.babogue.com/,,"Erica Hargaden is a Certified Child Sleep Consultant (Family Sleep Institute) and mother of three. She founded Babogue after her own struggles with sleep deprivation and now supports families through evidence-based, empathetic solutions. Her services include one-to-one consultations, the Sleep Series program, and the Thrive membership community. Babogue has helped over 5,000 families across 37 countries. Erica regularly contributes to media and podcasts, sharing insights into creating positive sleep environments.",Online,,,Sleep Consultants,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-26-at-16.53.23-800x600.png
Baby Led Feeding,https://dublincitymum.ie/listing/baby-led-feeding/,https://www.babyledfeeding.com/,,"Feeding your baby should be joyful, not stressful. Aileen Cox Blundell, founder of | Baby Led Feeding | , has made it her mission to help families make mealtimes happy, healthy, and fun. | A bestselling author, award-winning food blogger, and mum of three, the gorgeous and brilliant Aileen brings warmth, wit, and real-life experience to every recipe and resource. Her website is packed with easy, nutritious, and totally delicious baby-led weaning ideas, from first foods to family feasts all designed to help little ones build confidence and curiosity around food. | We love Baby Led Feeding because it’s so much more than a recipe hub — it’s a movement led by one amazing woman who’s making family mealtimes simpler, healthier, and a whole lot more joyful.","Dublin, Ireland",53.349805,-6.26031,Weaning + Family Meals,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-26-at-17.28.39-800x600.png
